Annotator1	Annotator2	Annotator3	label	text clean	index
1	1	1	1	il governo tedesco il conferma quanto pubblicato oggi da user :lamministrazione trump ha cercato di comprare i virologi tedeschi che lavorano sul vaccino a tubinga e ha offerto ingenti somme in modo che fossero esclusive per gli stati uniti link	A918
0	0	0	0	covid19, “gli anticorpi funzionano”. le ultime novità dal vaccino made in italy - secolo trentino link	A740
0	0	0	0	vaccino covid-19, accordo oxford-astrazeneca: si accelera sullo sviluppo! link	A1330
2	2	2	2	user user fine sto cazzo. il vaccino obbligatorio è palesemente contro la costituzione. infatti quello agli studenti under 16 non era obbligatorio. ma senza di esso niente scuola.	A155
1	1	1	1	come si distribuiranno le dosi del vaccino anti coronavirus? -  #distribuiranno #vaccino #coronavirus? link	A585
5	5	5	0	facciamo che quando sar� pronto il vaccino per il covid-19 ai no-vax non glielo diamo?   mi sembra il minimo dai.	A806
0	1	0	1	"coronavirus, un vaccino ""jolly"" funziona anche sui macachi  #coronavirusitalia link link"	A688
0	0	0	0	"comunque la frase ""andrà tutto bene"" sta iniziando a starmi sul cazzo. siamo sinceri, qua andrà tutto bene solo quando si troverà una cura ed un vaccino contro il noto covid..."	A589
2	2	2	2	user user user chi è quell'imbecille che farebbe un vaccino finanziato da chi ha espressamente dichiarato che il suo obiettivo è quello di ridurre la popolazione mondiale?	A157
1	1	1	1	germania, no vaccino obbligatorio link	A823
1	0	1	1	cos’è il vaccino anti pneumococco? a cosa serve e quando farlo? composizione e modalità di ...rischi, controindicazioni e risultati. il vaccino anti pneumococco è il vaccino che serve a prevenire le infezioni da streptococcus pneumoniae (o pneumococco). link	A729
0	1	1	0	coronavirus: “siamo vicini a un vaccino contro il covid 19 efficace e semplice da usare” link via user	A697
1	0	1	1	"bill gates: ""la pago io la produzione del vaccino di oxford"" link"	A542
2	2	2	2	"#speranza “finché non ci sarà la scoperta di un vaccino, abbiamo bisogno della massima cautela"" non abbiamo un ministro della salute, ma un pr delle multinazionali del farmaco. #covid19  link"	A423
0	0	1	0	user tanto oggi l'italia non si ferma la gente si muoverà per il tutto il territorio seminando ugualmente qua e là, solo un vaccino è la soluzione non l'assalto ai supermercati e quindi speriamo che io me la cavo	A344
2	2	2	2	non serve a un cazzo il vaccino	A1117
2	2	2	2	#viruscinese   volano in borsa, marted 21 gennaio le azioni delle societ interessate al #vaccino.   le coincidenze non esistono.   cc user   link	A440
0	0	1	0	"coronavirus, i ricercatori israeliani: ""siamo vicini al vaccino"" link"	A647
2	2	2	2	codacons denuncia la lorenzin: ha nascosto documenti che rivelano i danni da vaccino. link	A580
2	2	2	2	se volete continuare a farvi prendere in giro mentre mettono in pericolo la vita o la salute dei vostri figli fate pure. accomodatevi! io no, grazie! link	A1239
2	2	2	2	user user_semenov user user_vitruviano user_g user__bru user user_data24 user user_arnese user user user user eh beh... è giusto! un vaccino già pronto e prodotto per fine anno? ma cosa ci vogliono iniettare? ma questi sono tutti matti.	A222
2	2	2	2	leggete bene ebola false flag in arrivo il vaccino  pronto, non ha superato nessun trial clinico approvato in gran fretta. faranno scoppiare una finta epidemia. state in campana!  link	A1037
5	5	5	0	anche voi quando partono i complotti sulle nanotecnologie attivabili in seguito al vaccino antikovid!!!# iniziate a grattarvi il cuoio capelluto come giucas link	A505
5	5	5	0	...dove sono i #novax in questi giorni?	A10
1	1	1	1	#allespertochiedo a che punto siamo con un eventuale vaccino? grazie	A352
0	0	0	0	user_iacoboni non ne usciremo fino a quando non faranno un vaccino e speriamo ci riescano nessuno o quasi rispetta la #quarantena	A280
0	0	0	0	user user user sono 30 anni o più che aspettiamo un vaccino per l'hiv... non è affatto semplice	A182
2	3	2	2	"user user appartiene  alla categoria  "" solo il vaccino ci darà  la vita di prima""... però  il vaccino a me sembra più  chimera man mano che passano i mesi, forse perché  il covid pare abbia lo stesso  comportamento  dei virus del raffreddore?"	A110
2	2	2	2	user user user mi spiace per lei ma purtroppo pare non sia cos ma che invece il vaccino del morbillo non garantisca l'immunit e soprattutto stia facendo sviluppare un tipo diverso di virus  link	A329
5	4	5	0	leggo queste cose ed i miei pensieri vanno direttamente a tutti i quei potervi chimici e ricercatori che stanno chiusi giorni e giorni per lavorare su un cazzo di vaccino che dovrebbe salvarvi la vita fetusi di merda maronna mo urlo link	A1040
0	1	1	1	user per il vaccino bisogna aspettare più di un anno, se tutto va bene!	A272
3	1	4	0	ho fatto il vaccino contro l’influenza. visto quello che leggo in giro la domanda è: potrei essere positivo? oppure è un ‘influenza attenuata dal vaccino? aiutatemi a capire.	A842
0	0	0	0	user user gli anziani che soffrono di altre patologie  inoltre  ogni anno, arriva un virus influenzale che viene reso inoffensivo grazie al relativo vaccino, tutte le persone anziane o a rischio, sono tenute a farlo.	A316
2	2	2	2	ma i soldi per il vaccino non doveva metterceli bill gates? ah, no, lui mica è scemo. non finanzia la ricerca, ma la produzione! così, anche se il vaccino sarà inutile perché il virus è troppo mutevole tanto da ricolpire la stessa persona, lui  sa di certo cosa ci sarà dentro.	A1055
0	0	0	0	user user user__19 e secondo te sono tutti scemi quelli che oggi stanno studiando un vaccino?	A347
2	2	2	2	la vita distrutta da un vaccino!  latroupecinematografica di #vaxxedcontinua a intervistare persone che sono state danneggiate dai #vaccini in tutto il paese.  sono stati di recente in iowa e hanno intervistato la famiglia di sydney weggen.  link	A1024
2	2	2	2	a morte!  condannati bambini perfetti,  sani e innocenti,  discriminati a vita,  perseguitati come i sioux,  braccati da cani avidi e alla catena. che i vermi vi mangino vivi! link	A465
0	0	0	0	vaccino coronavirus | azienda italiana | “abbiamo un prototipo efficace” link	A1322
0	1	0	0	dietro linfarto c un batterio intestinale, si apre la strada per il vaccino user link	A768
0	0	1	0	"""bisogna convivere con il virus fin quando non si troverà un vaccino, per questo si dovranno utilizzare mascherine e guanti…"" beh a noi che portiamo gli occhiali da vista abbiamo un grandissimo problema !!!"	A19
0	0	0	0	il vaccino non  un opinione. internet oggi  terra di nessuno. situazione molto pericolosa se lignoranza si unisce allarroganza user ora al convegno i costi dell #antiscienza  sui danni della disinformazione scientifica, organizzato da user #28novembre link	A947
0	0	0	0	entusiasmo su ripartenza e vaccino trascina leuropa. piazza affari +326% -  #entusiasmo #ripartenza #vaccino  link	A800
0	4	0	0	coronavirus video: vaccino, ci siamo! test sull`uomo già in settimana. ecco le parole dell`immunologo &amp;raquo; link link	A613
2	2	2	2	no questa  bella. arianna 5 anni, le somministrano 2 #vaccini insieme. la bimba ha crisi epilettiche e sviene poco dopo il vaccino. i medici che dicono alla madre? signora lei ha trasmesso tensione alla bimba. oh ma questi sono laureati in medicina !!! link	A1108
1	1	1	1	contro il coronavirus non manca solo il vaccino, manca la politica link	A600
1	1	4	1	"non dite cazzate!!!!coronavirus, die welt: ""trump cerca di corrompere azienda tedesca per avere il vaccino"". ma società farmaceutica smentisce - il fatto quotidiano link"	A1113
2	2	2	2	"""loperazione di registrazione che somiglia a una marchiatura in versione hi-tech viene effettuata contestualmente alla vaccinazione."" ???? user   link"	A32
2	1	1	1	"coronavirus, professor de donno: ""plasma unico farmaco, è molto più potente di un vaccino"". e difende ricciardi da attacchi politici - il fatto quotidiano link"	A678
5	5	5	0	quando prima o poi uscir� il vaccino ai no vax non glielo devono fare. continuassero a curarsi con tisane, bava di lumaca, fiori di bach, massaggi e simili.	A1185
0	0	1	0	annunciati oggi i primi risultati promettenti di un candidato vaccino covid 19 link	A506
0	0	0	0	user user user speriamo nel vaccino anti covid a breve. obbligatorio. per tutti.	A258
2	2	2	2	quando la nave affonda i topi scappano, prima insieme a suo compare bill gates faceva il diavolo a quattro nel promuovere vaccinazioni di massa, ieri al senato fa dieci passi indietro ammettendo la pericolosità del vaccino. link	A1183
2	2	2	2	meningite b, il consiglio superiore della sanit belga non raccomanda il vaccino. in italia invece l'iss mette il bollino sulla pubblicit di gsk... link	A1074
5	5	5	0	supponete che big pharma scopra un vaccino oppure una cura per #covid19.  i complottisti anti-globalisti li rifiuteranno sdegnati?	A1273
0	0	1	0	la soluzione alla pandemia covid – 19 che i governi, pare, condividono con le “organizzazioni deputate”, sembra essere quella del “vaccino”. link	A1020
0	1	0	0	"coronavirus, bill gates: ""vaccino? se funziona lo pago io"" link"	A627
1	1	1	1	coronavirus, vaccino vicino. l'istituto migal di israele: «ora test in vivo e avvio produzione» link	A694
2	2	2	2	e poi mandare in produzione un vaccino su cui non si è manco sicuri/non si sono fatte le giuste sperimentazioni implicherebbe un suicidio lo sapete sì?	A790
5	5	0	0	user user user quindi il video che“non vogliono farci vedere“é disponibile sulla piattaforma streaming più famosa al mondo? e’ tutto così segreto che anche il fruttivendolo al mercato ne parla.non fate il vaccino, così bigpharma può vendervi le medicine per curarvi: eccovi servito il complotto!	A246
2	2	2	2	user siamo stati benissimo con i loro negozi chiusi. credo che la vera pandemia la vedremo con il vaccino!!!	A153
4	2	2	2	link forse la verit viene a galla...indagati alcuni medici per omicidio colposo nei confronti di un ragazzo morto, appena dimesso dall'ospedale, a causa di meningite da meningococco. perch la soluzione non  il vaccino ma una diagnosi azzeccata e veloce!	A852
2	2	2	2	l'inserto del vaccino per il colpo mmr contiene 42 paragrafi di avvertimento e reazioni avverse. gli avvisi includono convulsioni, encefalite, polmonite, sordit, morte e misure! l'inserto del vaccino ti dice che questo vaccino pu causare danni al cervello, morte. #vaccineswork link	A992
0	0	1	0	coronavirus gallera: “finché non avremo vaccino dovremo girare con mascherina e cambiare abitudini” -  #coronavirus #gallera: #“finché  link	A608
1	1	1	1	#coronavirus, il farmacologo garattini: ‘il vaccino forse pronto per fine anno’ link #italia	A375
1	1	1	1	vaccino coronavirus: a che punto è la ricerca? la corsa all'oro | rep link user	A1328
0	0	0	0	le varie fasi del coronavirus: corsa contro il tempo per vaccino e terapia -  #varie #coronavirus: #corsa #contro  link	A1036
5	5	5	0	commissariare l’italia subito! nel governo sono stati a litigare per faccende interne ed i grillini novax sono tutto tranne che affidabili a gestire la situazione. avrebbero preferito tagliarsi una mano piuttosto che ascoltare burioni. #coronavirusitalla user	A587
1	1	1	1	coronavirus: almeno un anno per un vaccino pronto link	A702
1	4	4	1	questo essere fa schifo. il vaccino in esclusiva? ma vai a fanculo tu e chi ti ha creato.	A1203
1	1	3	1	aspettare il vaccino per togliere la mascherina appare inverosimile in #lombardia, ma vedremo se anche questo è una affermazione tiramolla.  link via user.it | news ed eventi a milano	A515
0	0	1	0	a pensare che fino a quando non ci sarà un vaccino, dovremmo stare sempre con le mascherine non so voi, ma a me prende un po’ male, già non riesco a respirarci ora, figuriamoci d’estate.	A467
0	1	1	1	welt am sonntag: donald trump ha cercato di avere il vaccino anti-coronavirus in esclusiva per gli stati uniti link	A1371
2	2	2	2	user provo ad integrare: non ci sarà mai un vaccino sicuro ed efficace contro il coronavirus. tuttavia, uno o più vaccini verranno immessi sul mercato.	A318
1	1	1	1	"user “la tubercolosi (contro cui la vaccinazione, qualcuno ha sostenuto, renderebbe immuni al virus, ndr) temo non c’entri niente."" questo ha detto il prof. galli"	A240
0	0	0	0	coronavirus, l'influenza 2016 causò 25 mila morti. pregliasco: «ecco perché il vaccino per il covid sarà fondamentale» link link	A659
0	0	0	0	user il vaccino per il covid-19 servirà. se non a debellare l'infezione a far ammalare le persone in maniera meno letale. trasformare una malattia mortale in un semplice raffreddore non sarebbe poco.	A270
1	1	0	1	"""l'accordo con rottapharm biotech ci dà un po' di benzina per pianificare gli studi sul nostro vaccino e fare le cose con più tranquillità. stiamo disegnando lo studio di fase 1-2, che partirà a ottobre e coinvolgerà all'inizio un'ottantina di persone"". link"	A27
0	0	0	0	user_iacoboni hanno copiato, male wuhan, purtroppo se non c'è un vaccino il contagio gira	A279
1	2	2	2	#ivaccinisonosicuri la rivista #vaccines ha pubblicato un lavoro di ricercatori dell'universit di bari, dove si  monitorato in maniera attiva le reazioni avverse al #vaccino #mprv.  #aifa riporta 12,7 reazioni gravi su 100.000 dosi, lo studio ne ha riscontrate 3.800 su 100.000 link	A406
5	5	5	0	i novax hanno già organizzato le festine per il contagio del #coronavirus come fanno per il morbillo?	A886
0	0	0	0	user sono un po' preoccupato, ma paura nessuna. potrei prendere il covid così come avrei potuto prenderlo prima e so che lui rimarrà in giro ancora per parecchio mesi, almeno finché non sarà disponibile un vaccino (forse estate dell'anno prossimo).	A91
1	1	0	1	user il vaccino antinfluenzale ha efficacia per circa il 50-60%. il motivo è che servono 6 mesi per produrlo, il che significa che ad ogni fine inverno un team all'oms si riunisce per tentare di prevedere quale sarà l'influenza della prossima stagione, in base ai dati statistici ed...	A305
2	2	2	2	siete contenti? il vostro presidente del consiglio ha trovato il vaccino ed ha trovato anche i soldi..sveglia! a questi di noi non interessa niente!	A1249
2	2	2	2	user se andare al ristorante vorrà dire entrare in una sala operatoria, forse sarà meglio che teniate chiuso . e basta dire che torneremo alla normalità solo dopo il vaccino. finitela con queste frasi del terrore.gli unici anormali siete voi , bill gates e grillo.	A304
0	1	2	2	se non si trova la cura,non dico il vaccino ma una cura,riaprire sarà quasi impossibile!cosa riapriremo?fabbriche e qualche negozio,stop! scuole,teatri,ristoranti,bar,librerie,discoteche,lidi balneari,sarà impossibile link vita sarà impossibile con il #covid	A1236
1	1	1	1	@_dajedepunta_ meno male. posso chiederti come funziona ora per:  - prenotazioni (sempre solo in presenza?) - attesa il giorno del vaccino (c’è gente nella saletta o per le scale o si riesce veramente a fare contingentato ingresso?)	A61
2	2	1	2	i medici hanno scoperto quelli che credono siano i primi casi noti di meningite dovuti alla riattivazione del vaccino contro la varicella in due ragazzi di 14 anni che hanno ricevuto entrambe le dosi raccomandate, secondo un articolo della rivista pediatrics link	A878
1	1	1	1	azienda usa produce il primo vaccino sperimentale contro il coronavirus link	A532
2	2	2	2	"#vaccini   la mamma vaccina, la bambina inizia ad avere problemi motori e scrive alla pediatra ""esperta"". (il vaccino  l'mprv e lei risponde per la poliomielite...) eh no.. stavolta signora potrebbe non essere tutto normale.... bene ma non benissimo  ???? link link"	A427
1	1	1	1	trump offre 1 mld $ ad un�azienda tedesca, la curevac, per avere in esclusiva per gli usa il brevetto di un vaccino contro il covid-19 in avanzata fase di sviluppo. il governo tedesco vuole che il vaccino resti in germania, per distribuirlo anche nel resto d�europa. #americafirst	A1287
2	2	2	2	attenzione: alla scienzah della nostra salute non importa un fico secco! link	A519
1	1	1	1	user quest'anno sono stati segnalati oltre 3 milioni di casi di influenza stagionale in più rispetto alla scorsa stagione, mi sembra un'enormità viste le campagne di vaccinazione: ci potrebbe essere in questo dato una gran parte di casi di coronavirus non diagnosticati?	A210
2	2	2	2	user facciamo che con questa premessa, i virologi si ficcano loro in vena il vaccino. io voglio crepare di covid link	A287
1	1	0	1	user purtroppo ti devo contraddire. vista la situazione di contagi e l‘inesistenza di un vaccino la misura adottata da tutto il mondo non è né assurda né inutile.  tutti bravi a parlare quando non si ha la responsabilità delle decisioni ve‘? ed io beninteso disprezzo questo governo.	A230
0	0	1	0	corsa per cure anti covid, obiettivo vaccino 2020. garattini: «oossibile produzione entro l`anno. da usa bene test su topi» - metropolisweb	A728
0	5	5	0	ma i genitori no vax che perdono un figlio a causa della meningite per la quale esisteva un vaccino, se lo fanno un esame di coscienza o continuano a rimanere no vax? perch� sappiate che se scegliete la seconda non solo mancate di rispetto a vostro figlio, ma siete pure coglioni.	A1054
1	1	1	1	gli usa (e bill gates) in pole nella corsa al vaccino per il coronavirus link	A829
2	2	2	2	user e' in corso un'operazione antropologica per mutare la natura umana, con vaccino, ma anche senza. questi hanno messo tutto il loro peso su un piatto, con i cinesi complici. i russi tacciono, da prede consapevoli.	A191
1	3	1	1	user praticamente il ministro ci sta dicendo che fin quando non troveranno il vaccino dobbiamo stare a casa????	A100
0	0	0	0	#morbillo. continua lalert dell#oms: nel 2018 ha provocato oltre 140.000 morti. unica arma: il #vaccino. in #italia casi in diminuzione ma nei giovani adulticopertura  scarsa #sanit link di user	A415
0	1	0	0	coronavirus, arcuri: `emergenza alle spalle solo con vaccino`  - corriere di rieti link	A625
2	2	2	2	i danneggiati da vaccino esistono, famiglie e bambini distrutti dal dolore. #libertdiscelta link	A871
2	2	2	2	le sentenze dei tribunali per danni da #vaccino  sono in aumento in tutto il mondo.  ma continuano a dirci che i #vaccini sono sicuri e salvano vite.  link	A1033
0	0	0	0	"d'amato: ""dovremo convivere con le regole anti #coronavirus almeno fino a fine anno in attesa di un vaccino o di una cura. possibili tamponi anche in spiaggia. aria condizionata, nuove regole per i locali"" user  #covid #salute user"	A744
0	0	0	0	primo piano e anteprima vaccino per il coronavirus, jennifer lo testa per la prima volta al mondo: «grande opportunità» link	A1172
2	2	2	2	user da noi non succederà, ci porteranno all esasperazione, a denunciare il vicino di casa(sono già nati gruppi del genere) e come caproni pregheremo per renderci cavie alla sperimentazione #vaccino #covid19italia è già successo con i ns. bimbi 10 vaccini obbligatori criminali	A95
2	2	2	2	zingaretti e la propaganda del vaccino. fottiti #nonelarena	A1374
2	2	2	2	user ...ho letto un'intervista di un virologo di cui non ricordo il nome, che il vaccino antinfluenzale abbassa le difese immunitarie del 40%, perciò è più facile prendere il covid19, e non solo...	A263
1	1	5	0	mi fa male il braccio dove ho fatto il vaccino antinfluenzale, forse sto diventando autista.	A1082
1	1	1	1	covid-19: cosa succederebbe se il #vaccino non uscisse mai? - #covid19 | link link	A737
2	3	2	2	#domandedasomaro 3) dai primi dati emersi dalla regione #emiliaromagna sui danni da #vaccino e reazioni avverse ai farmaci, risulta che dal 2017 c' un'impennata vertiginosa delle reazioni avverse, perch? link link	A395
2	2	2	2	link ragazzi il vaccino che dicono di stare a testare non è affatto sicuro ascoltate dal 20 minuto	A849
2	2	2	2	questi bambini non festeggeranno nessun natale, il #vaccino li ha portati via. link	A1200
5	5	5	0	@_bubec user user state facendo solo confusione e disinformazione. tipico dei #novax	A60
5	1	5	0	mi fa piacere che user_grillo oltre ad essere un #novax ricreduto, ora fa il missionario del benessere senza crescita, però chiede di ripartire, allora sono contento della virata sul ripartire, ma bisogna far pace con il cervello perché il benessere e strettamente collegato	A1083
2	2	2	2	user aspettiamo che esista vaccino e leggiamo le controindicazioni. probabilmente la percentuale di gente che declinerebbe l'invito salirebbe	A204
1	1	4	1	questa è la quintessenza del sovranismo ... probabilmente un pericolo anche maggiore del #covidー19  trump vuole vaccino tedesco in esclusiva - ultima ora - ansa link	A1195
0	1	0	0	user user visto che belle la terapia intensiva io l ho vista per lungo tempo con mio padre e più di una sono simili nn centra l ospedale di cremona pregate che trovino un vaccino dio ascoltaci	A185
1	1	0	1	quindi riepilogando chiusi per un mese in casa a cantare dai balconi. ora per esigenza di qualcuno e qualche business, senza una vrenzola di cura che allevia il male per non finire in terapia intensiva, il vaccino si riapre con mascherina e guanti. a saperlo facevamo la pasquetta	A1208
2	2	2	2	zingaretti rende la vaccinazione antinfluenzale obbligatoria. mariano amici: “solo marchette alle multinazionali del farmaco” -  #zingaretti #rende #vaccinazione  link	A1376
2	2	2	2	vaccino #hpv, con adiuvanti all'#alluminio potr essere un errore epocale ??lo danno a ragazzine dodicenni ??che poi prendono la pillola ??finch la prendono si ignora lo stato delle ovaia. finch... ??a 25-35 anni vogliono figli ??non ci riescono 17.50 link	A1316
2	2	2	2	(cli va toscana) quando vi diranno che il vaccino hpv  indispensabile e che lo fanno per il vostro bene tenete a mente 2 cose: 1) alla scienzah della vostra salute non gliene frega niente  2) alla politica e alle asl della vostra salute non gliene frega niente ora unite i pezzi! link	A56
0	0	5	0	coronavirus elisa di francisca: “djokovic no vax? rabbrividisco. il vaccino salva vite” -  #coronavirus #elisa #francisca:  link	A607
5	5	5	0	dove sono ora i no vax. in cerca del vaccino anti covid-19?   l’immunologo: “i vaccini obbligatori forse sono l’arma che aiuta i bambini” | rep link user	A781
2	2	2	2	user avete rotto con sto vaccino	A289
2	2	2	2	coronavirus, professor de donno: “#plasma unico farmaco, è molto più potente di un vaccino”.  link	A679
1	1	0	1	appello onu e movimento internazionale croce rossa e mezzaluna rossa: “serve unità per il vaccino contro il covid19” link	A509
2	2	2	2	"l'ue che ci ama e ci protegge ha gi approvato il vaccino (con virus dell'ebola vivo). a quando il ""diritto"" di essere vaccinati tutti? #italexit #uscita #exit link"	A995
1	1	1	1	"paolo ascierto (oncologo pascale di napoli): ""#coronavirus, un #vaccino non sarà pronto entro 10/12 mesi""  le interviste di user user."	A1139
0	1	0	0	camper sul lungomare adriatico, ma è mai possibile!? può essere che responsabilità, paura, altruismo, dovere, pericolo siano diventati optionals? non si rendono conto che questa pandemia è una cosa molto seria, soprattutto quando non abbiamo ancora un vaccino,  tanta tristezza!	A557
2	2	2	2	#coronavirus outbreak aggiornamento dato azionario della nano viricides inc produttrice del vaccino sperimentale contro una cazzata. link	A366
2	4	2	2	user l'hanno ripetuto giornalmente a tutti quelli che come te non vogliono intendere che qualsiasi vaccino non serve e non aiuta col covid. hai capito adesso ? sei a rischio come tutti❗ stai a casa e evita domande inutili ❌	A164
0	0	0	0	fra 7-8 mesi all�uscita del vaccino per #coronavirus voglio vedere chi non lo far�. intanto per� l'atteggiamento contro i #vaccini porta molte persone a non vaccinarsi, per l'influenza e abbiamo avuto molti decessi. con la salute non si scherza.user user user	A819
2	1	2	2	abbiamo l'unico farmaco per il coronavirus: il plasma. è più potente di un vaccino - dr. de donno  link	A473
2	2	2	2	"user user user nulla ti vieta di cercare,leggere e studiare per verificare cosa c'è dentro e dietro una fiala di ""vaccino"" poi ognuno si fa le sue idee certezze non ce n'è, dubbi invece a iosa"	A94
2	2	2	2	user_italia non lo vogliamo il vaccino fatelo voi al cervello, ne avete bisogno.	A86
1	1	1	1	coronavirus: vaccino italiano, ok a test pre-clinici  link di user	A722
1	1	1	1	coronavirus, in russia iniziate le sperimentazioni sul vaccino link	A658
0	0	0	0	user user certo che mi informo ed è per questo che le dico che se anche ci fosse un caso su 100000 che il vaccino possa non essere tollerato (cosa che può accadere anche con una aspirina) il beneficio che porta debellando malattie mortali è ben superiore.	A108
1	1	5	1	coronavirus, la deputata no vax fermata a ostia: “vaccinarmi contro il covid-19? perché dovrei?” link link	A665
2	2	1	2	trump: ‘covid-19 sparirà senza vaccino, almeno 95mila morti’ – nord america link	A1291
1	1	5	1	link la ministra interviene sulla polemica scatenata dai governatori della lega (una volta non strizzavano tutti l'occhio ai no vax?) #coronavirus	A857
1	1	0	1	vaccino di pomezia e di oxford comincia test su mille volontari link	A1336
0	5	5	0	a brescia c'� la corsa al vaccino, dopo la morte di una donna per meningite. in pratica sono tutti no-vax finch� no si cagano addosso dalla  paura!	A459
2	2	2	2	altro caso di fallimento del #vaccino . epidemia di pertosse, scuola chiusa nonostante il 100% di copertura.  intanto anche oggi migliaia di bambini sani sono fuori da #scuola in italia per la legge lorenzin che nessun partito ha il coraggio di abrogare   link	A496
5	5	1	0	i #novax oggi #coronvirusitalia link	A864
2	2	2	2	link era il 2010 e ancora si poteva parlare di danni provocati dai vaccini: in un anno 396 vittime causate dall'antinfluenzale!	A847
2	2	2	2	ah meno male, eravamo preoccupati! (il #coronavirus  quello del raffreddore, per il quale in 300 anni non sono mai riusciti a trovare vaccini. ora invece... miracolo! ????????) link	A480
2	2	2	2	meningite da #vaccino ecco creato il caso e la paura. link	A1075
1	1	0	1	"vaccino coronavirus, l'italia accelera. ricciardi: ""in arrivo tra l'autunno e l'inverno"" link"	A1325
1	1	1	1	per trovare un vaccino contro il coronavirus serve un nuovo “progetto manhattan” link	A1156
2	2	2	2	user ho la speranza che speranza schiatti visto le statistiche sui nuovi vaccini. ma è troppo codardo per sottoporre se stesso al vaccino	A244
2	2	2	2	user user il vaccino non serve a nulla perché insistete su questo? dove volete arrivare? questo non è la sottoscritta a dirlo ma virologi di grande esperienza e onestà intellettuale. lasci perdere questo argomento, non è affare suo si preoccupi di risanare famiglie rimaste senza soldi	A254
2	2	2	2	quando sei bolsonaro, sei fascista! ma la truffa del vaccino è di sinistra!   link	A1188
1	1	1	1	vaccino pomezia-oxford, la gran bretagna prenota 30 milioni di dosi link	A1348
0	0	0	0	interessante analisi di fugnoli  perché solo vaccino e banche centrali sconfiggeranno il coronavirus. l'analisi di fugnoli link di user	A974
1	1	1	1	borrelli: 'a casa anche il 1° maggio? credo di sì. serviranno molte settimane'. guerra (oms): 'il vaccino nel primo trimestre del 2021'  link	A547
2	2	2	2	ditemi che questi #vaccini sono sicuri, ditemi che non hanno strappato questi bimbi alla loro gioia di essere tali rendendoli autistici. venitemi a dire che prima della vaccinazione stavano bene ed erano sani. ditemi che dal giorno successivo il buio  calato. diteci perch. link	A770
0	1	0	0	quindi la #boschi propone un bonus di ri-contagio di 500€? no perchè se non si è capito che il virus non si è affatto stabilizzato e che un vaccino prima di dicembre non ci sarà stiamo alla follia totale	A1207
1	1	1	1	#coronavirus, #speranza: “contratto con #astrazeneca per 400 milioni dosi #vaccino a europa”  link	A371
0	1	3	1	se funziona su topi, ratti e macachi a sto punto tanto vale alzare l'asticella evolutiva e testarlo su un fascioleghista! coronavirus, il nuovo vaccino 'jolly' funziona: cos'è il picovacc link	A1234
2	2	2	2	user trovate la cura il vaccino ve lo fate voi io non faccio da cavia	A81
0	0	0	0	user secondo me anche a settembre non si gioca. basterebbe un positivo per dover fermare tutto il campionato. finché saremo a contagi zero (difficile) o con un vaccino gli sport di squadra non ricominciano, figurarsi poi con il pubblico	A112
1	1	1	1	coronavirus: anche la russia inizia i test per un vaccino link	A703
0	0	0	0	grande risultato di una eccellenza scientifica italiana. l�istituto spallanzani ha isolato il #coronavirus   adesso la via per il vaccino � pi� breve. in alto mare invece l�isolamento dell�#idioziavirus. si camuffa e si trasforma miliardi di miliardi di volte in un secondo.	A833
2	2	2	2	a virus vivo ... il che significa che avremo epidemie di ebola da vaccinazione ... e buon natale ... evviva l'europa link	A472
2	2	3	2	user user user non può esistere una reale ricerca di vaccino prima di conoscere la malattia, ci vuole tempo, almeno alcuni anni di studi, solo dopo arriva la ricerca. se davvero testeranno persone con intrugli fatti a casaccio, gli effetti collaterali a medio/lungo termine saranno devastanti.	A187
0	1	0	0	i nemici del “#vaccino dei popoli”. l’accesso sostenibile ai farmaci #covid19 segnerà il crinale di una guerra ad alta densità geopolitica. in gioco c’è il diritto alla salute. la rubrica di user link link	A882
1	0	0	0	user user esiste già un vaccino in fase1. che inizierà la fase2 a settembre. a fine anno inizierà la produzione su scala mondiale. entro un anno avremo il vaccino. il concetto è che non c'è scelta. e ci aspettano altri lockdown.	A216
1	0	1	1	"coronavirus nel mondo, trump: ""vicini a un vaccino"". in brasile altro giorno nero: quasi 1.300 morti link"	A611
0	0	0	0	da #oxford arriva l’annuncio che il #vaccino per il #coronavirus potrebbe essere disponibile già da #settembre link	A746
1	1	1	1	ecco il piano di #bruxelles per un vaccino europeo link via user	A796
2	2	2	2	bisogna organizzare una manifestazione contro il vaccino di gates prima che sia troppo tardi	A544
2	2	2	2	#vaccini se ne sono accorti anche in kenya. pi casi di polio causati dal vaccino che dal virus. da the nation di oggi. user link	A431
1	1	1	1	coronavirus, di maio “consenso per proposta italiana su vaccino” link link	A639
2	2	2	2	vaccino covid-19, sindacato dei militari: no a sperimentazioni su forze dell'ordine o personale sanitario militare. no a nuove morti bianche link via user	A1331
1	1	1	1	#israele #polli #polmoniti #vaccino #coronavirus #mondooggi #telaviv #speranza #italia #cina il vaccino israeliano per il covid-19 link link	A404
0	0	0	0	"#coronavirus, #arcuri: ""l'emergenza finisce solo con il vaccino. #immuni scaricata da 2 milioni di utenti"" link"	A368
2	2	2	2	user user user già mi fido poco di un solo parere medico (quindi ne ascolto più di uno) perché mai dovrei fidarmi di una che ha solo ma maturità classica?mistero della fede. io ribadisco:incominciate a fare il vaccino voi, così poi potremmo discutere se si può o non si può fare.non siamo cavie	A128
